user_id,n_spots,spots,weighted_spots
53942,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
37366,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.059
55655,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.059
36890,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.059
51018,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
51006,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
50991,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
51008,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
50990,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
50994,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
71946,1,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05')]",0.056
71939,1,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05')]",0.056
57551,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
33740,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.056
64372,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
51631,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
36849,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
36807,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
62555,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
35174,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
53539,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
48424,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
39441,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
37202,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05')]",0.053
35043,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
35069,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
36854,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
36858,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
37245,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
40016,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
54127,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
60224,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.05
37794,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
38055,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
39300,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
35969,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
52522,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
57328,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
53509,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.045
70957,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
52836,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
83061,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
73050,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
44485,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
38602,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
38386,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
38660,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
59117,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
29918,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
52894,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
34459,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
35961,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26')]",0.029
